model,question_id,temperature,num_samples,num_correct,num_attempted_samples,num_reference_failed_samples,pass@1,pass@2,pass@3,pass@4,pass@5,pass@6,pass@7,pass@8,pass@9,pass@10,pass@11,pass@12,pass@13,pass@14,pass@15,pass@16,pass@17,pass@18,pass@19,pass@20
tinker/Qwen/Qwen3-8B,m2_011,0.5,50,24,50,0,0.48,0.7347,0.8673,0.9351,0.969,0.9855,0.9934,0.9971,0.9988,0.9995,0.9998,0.9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
tinker/Qwen/Qwen3-8B,m2_012,0.5,50,0,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinker/Qwen/Qwen3-8B,m2_013,0.5,50,0,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinker/Qwen/Qwen3-8B,m2_014,0.5,50,0,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinker/Qwen/Qwen3-8B,m2_015,0.5,50,48,50,0,0.96,0.9992,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
tinker/Qwen/Qwen3-8B,m2_016,0.5,50,2,50,0,0.04,0.0792,0.1176,0.1551,0.1918,0.2278,0.2629,0.2971,0.3306,0.3633,0.3951,0.4261,0.4563,0.4857,0.5143,0.542,0.569,0.5951,0.6204,0.6449
tinker/Qwen/Qwen3-8B,m2_017,0.5,50,47,50,0,0.94,0.9976,0.9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
tinker/Qwen/Qwen3-8B,m2_018,0.5,50,2,50,0,0.04,0.0792,0.1176,0.1551,0.1918,0.2278,0.2629,0.2971,0.3306,0.3633,0.3951,0.4261,0.4563,0.4857,0.5143,0.542,0.569,0.5951,0.6204,0.6449
tinker/Qwen/Qwen3-8B,m2_019,0.5,50,0,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinker/Qwen/Qwen3-8B,m2_020,0.5,50,35,50,0,0.7,0.9143,0.9768,0.9941,0.9986,0.9997,0.9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
tinker/Qwen/Qwen3-8B,m2_021,0.5,50,22,50,0,0.44,0.6914,0.8329,0.9111,0.9536,0.9763,0.9881,0.9942,0.9972,0.9987,0.9994,0.9997,0.9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0
tinker/Qwen/Qwen3-8B,m2_022,0.5,50,0,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinker/Qwen/Qwen3-8B,m2_023,0.5,50,1,50,0,0.02,0.04,0.06,0.08,0.1,0.12,0.14,0.16,0.18,0.2,0.22,0.24,0.26,0.28,0.3,0.32,0.34,0.36,0.38,0.4
tinker/Qwen/Qwen3-8B,m2_024,0.5,50,0,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinker/Qwen/Qwen3-8B,m2_025,0.5,50,4,50,0,0.08,0.1551,0.2255,0.2914,0.353,0.4105,0.4641,0.514,0.5603,0.6032,0.6429,0.6795,0.7132,0.7442,0.7726,0.7986,0.8223,0.8439,0.8634,0.881
tinker/Qwen/Qwen3-8B,m2_026,0.5,50,0,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinker/Qwen/Qwen3-8B,m2_027,0.5,50,2,50,0,0.04,0.0792,0.1176,0.1551,0.1918,0.2278,0.2629,0.2971,0.3306,0.3633,0.3951,0.4261,0.4563,0.4857,0.5143,0.542,0.569,0.5951,0.6204,0.6449
tinker/Qwen/Qwen3-8B,m2_028,0.5,50,1,50,0,0.02,0.04,0.06,0.08,0.1,0.12,0.14,0.16,0.18,0.2,0.22,0.24,0.26,0.28,0.3,0.32,0.34,0.36,0.38,0.4
tinker/Qwen/Qwen3-8B,m2_029,0.5,50,0,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinker/Qwen/Qwen3-8B,m2_030,0.5,50,3,50,0,0.06,0.1176,0.1727,0.2255,0.276,0.3243,0.3704,0.4143,0.4561,0.4959,0.5337,0.5696,0.6036,0.6357,0.6661,0.6947,0.7216,0.7469,0.7707,0.7929
tinker/Qwen/Qwen3-8B,m2_031,0.5,50,0,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinker/Qwen/Qwen3-8B,m2_032,0.5,50,0,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinker/Qwen/Qwen3-8B,m2_033,0.5,50,2,50,0,0.04,0.0792,0.1176,0.1551,0.1918,0.2278,0.2629,0.2971,0.3306,0.3633,0.3951,0.4261,0.4563,0.4857,0.5143,0.542,0.569,0.5951,0.6204,0.6449
tinker/Qwen/Qwen3-8B,m2_034,0.5,50,0,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinker/Qwen/Qwen3-8B,m2_035,0.5,50,46,50,0,0.92,0.9951,0.9998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
tinker/Qwen/Qwen3-8B,m2_036,0.5,50,0,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinker/Qwen/Qwen3-8B,m2_037,0.5,50,1,50,0,0.02,0.04,0.06,0.08,0.1,0.12,0.14,0.16,0.18,0.2,0.22,0.24,0.26,0.28,0.3,0.32,0.34,0.36,0.38,0.4
tinker/Qwen/Qwen3-8B,m2_038,0.5,50,45,50,0,0.9,0.9918,0.9995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
tinker/Qwen/Qwen3-8B,m2_039,0.5,50,9,50,0,0.18,0.3306,0.4561,0.5603,0.6463,0.717,0.7749,0.822,0.8602,0.8909,0.9154,0.9349,0.9503,0.9624,0.9718,0.9791,0.9846,0.9888,0.992,0.9943
tinker/Qwen/Qwen3-8B,m2_040,0.5,50,3,50,0,0.06,0.1176,0.1727,0.2255,0.276,0.3243,0.3704,0.4143,0.4561,0.4959,0.5337,0.5696,0.6036,0.6357,0.6661,0.6947,0.7216,0.7469,0.7707,0.7929
tinker/Qwen/Qwen3-8B,m2_041,0.5,50,18,50,0,0.36,0.5951,0.7469,0.8439,0.905,0.943,0.9663,0.9804,0.9888,0.9937,0.9965,0.9981,0.999,0.9995,0.9997,0.9999,0.9999,1.0,1.0,1.0
tinker/Qwen/Qwen3-8B,m2_042,0.5,50,0,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinker/Qwen/Qwen3-8B,m2_043,0.5,50,50,50,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
tinker/Qwen/Qwen3-8B,m2_044,0.5,50,2,50,0,0.04,0.0792,0.1176,0.1551,0.1918,0.2278,0.2629,0.2971,0.3306,0.3633,0.3951,0.4261,0.4563,0.4857,0.5143,0.542,0.569,0.5951,0.6204,0.6449
tinker/Qwen/Qwen3-8B,m2_045,0.5,50,0,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinker/Qwen/Qwen3-8B,m2_046,0.5,50,0,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinker/Qwen/Qwen3-8B,m2_047,0.5,50,0,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinker/Qwen/Qwen3-8B,m2_048,0.5,50,1,50,0,0.02,0.04,0.06,0.08,0.1,0.12,0.14,0.16,0.18,0.2,0.22,0.24,0.26,0.28,0.3,0.32,0.34,0.36,0.38,0.4
tinker/Qwen/Qwen3-8B,m2_049,0.5,50,0,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinker/Qwen/Qwen3-8B,m2_050,0.5,50,0,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinker/Qwen/Qwen3-8B,m2_051,0.5,50,50,50,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
tinker/Qwen/Qwen3-8B,m2_052,0.5,50,50,50,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
tinker/Qwen/Qwen3-8B,m2_053,0.5,50,26,50,0,0.52,0.7747,0.8967,0.9539,0.9799,0.9915,0.9965,0.9986,0.9995,0.9998,0.9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
tinker/Qwen/Qwen3-8B,m2_054,0.5,50,1,50,0,0.02,0.04,0.06,0.08,0.1,0.12,0.14,0.16,0.18,0.2,0.22,0.24,0.26,0.28,0.3,0.32,0.34,0.36,0.38,0.4
tinker/Qwen/Qwen3-8B,m2_055,0.5,50,32,50,0,0.64,0.8751,0.9584,0.9867,0.996,0.9988,0.9997,0.9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
tinker/Qwen/Qwen3-8B,m2_056,0.5,50,0,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinker/Qwen/Qwen3-8B,m2_057,0.5,50,0,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinker/Qwen/Qwen3-8B,m2_058,0.5,50,0,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinker/Qwen/Qwen3-8B,m2_059,0.5,50,0,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinker/Qwen/Qwen3-8B,m2_060,0.5,50,1,50,0,0.02,0.04,0.06,0.08,0.1,0.12,0.14,0.16,0.18,0.2,0.22,0.24,0.26,0.28,0.3,0.32,0.34,0.36,0.38,0.4
tinker/Qwen/Qwen3-8B,m2_061,0.5,50,12,50,0,0.24,0.4261,0.5696,0.6795,0.7631,0.8263,0.8737,0.9089,0.9349,0.954,0.9678,0.9777,0.9847,0.9897,0.9931,0.9955,0.9971,0.9981,0.9988,0.9993
tinker/Qwen/Qwen3-8B,m2_062,0.5,50,44,50,0,0.88,0.9878,0.999,0.9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
tinker/Qwen/Qwen3-8B,m2_063,0.5,50,0,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinker/Qwen/Qwen3-8B,m2_064,0.5,50,0,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinker/Qwen/Qwen3-8B,m2_065,0.5,50,45,50,0,0.9,0.9918,0.9995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
tinker/Qwen/Qwen3-8B,m2_066,0.5,50,0,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinker/Qwen/Qwen3-8B,m2_067,0.5,50,31,50,0,0.62,0.8604,0.9506,0.9832,0.9945,0.9983,0.9995,0.9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
tinker/Qwen/Qwen3-8B,__aggregate__,0.5,3350,793,3350,0,0.2367,0.2951,0.3269,0.3484,0.3645,0.3775,0.3886,0.3983,0.4071,0.4152,0.4228,0.4298,0.4365,0.4429,0.4489,0.4547,0.4603,0.4656,0.4707,0.4757
